,school,Medu,Fedu,guardian,traveltime,studytime,failures,schoolsup,famsup,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,address_type_Urban,famsize_BIG_FAMILY,Pstatus_Together,Mjob_at_home,Mjob_health,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_reputation,tutor,Testcol
515,MS,1,1,mother,2,2,0,1,0,0,1,1,0,0,2,3,5,1,4,3,8,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2.5
516,MS,4,4,father,1,2,0,0,0,1,0,1,1,1,4,3,3,2,3,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,18.0
517,MS,1,2,mother,2,1,0,0,0,1,1,1,1,0,5,4,5,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10.75
518,MS,2,4,father,1,2,1,0,1,0,1,1,1,0,2,3,2,1,3,1,8,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,14.5
519,MS,2,1,mother,2,2,0,0,0,1,1,1,1,0,5,2,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,17.75
520,MS,1,1,mother,3,2,0,0,1,0,1,1,1,0,4,3,2,1,3,5,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15.5
521,MS,2,3,mother,2,2,0,0,1,1,1,1,1,0,3,3,3,1,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,21.25
522,MS,4,4,mother,1,2,0,0,1,0,1,1,1,1,4,3,4,1,2,3,4,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,20.0
523,MS,4,4,mother,1,4,0,0,1,1,1,0,1,1,5,5,5,5,5,5,2,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,15.0
524,MS,3,4,mother,3,2,0,0,1,0,0,1,0,0,4,2,1,1,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,21.75
525,MS,4,4,mother,1,3,0,0,1,0,1,1,1,0,4,4,3,1,2,5,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,23.0
526,MS,4,1,mother,1,1,0,0,0,0,1,1,1,1,4,2,3,1,2,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14.25
527,MS,2,2,mother,4,3,0,0,0,0,1,1,0,0,5,1,3,2,2,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,11.0
528,MS,2,2,mother,1,1,0,0,1,0,1,1,1,0,5,1,3,1,2,5,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,19.0
529,MS,4,4,father,2,1,0,0,1,0,1,1,0,0,5,1,3,1,2,5,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,24.0
530,MS,3,3,mother,1,1,0,0,1,1,1,1,1,0,4,1,4,5,5,3,8,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,15.5
531,MS,1,1,mother,3,2,0,0,0,0,1,1,1,1,5,1,3,3,3,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4.5
532,MS,2,1,mother,2,2,0,0,0,0,0,1,1,1,4,2,2,1,4,5,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,10.75
533,MS,2,1,mother,1,2,0,0,0,0,1,1,1,1,3,2,2,1,1,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10.75
534,MS,4,4,father,1,1,0,0,1,0,1,1,1,0,4,1,2,2,5,5,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,20.0
535,MS,1,2,mother,3,2,0,0,1,1,1,1,0,0,5,5,5,1,3,5,11,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,19.75
536,MS,2,2,mother,3,4,0,0,1,1,1,1,0,0,5,4,5,2,3,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20.0
537,MS,2,1,mother,1,1,0,0,0,1,1,1,1,0,4,3,3,1,2,5,11,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,16.75
538,MS,2,2,mother,1,3,0,0,1,0,0,1,0,1,4,3,3,2,2,5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17.0
539,MS,4,1,mother,2,2,0,0,1,1,1,1,1,0,1,2,4,2,2,1,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.25
540,MS,3,2,mother,2,1,0,0,0,0,1,1,0,1,4,3,3,2,2,1,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,9.25
541,MS,2,2,mother,2,2,0,1,0,0,1,1,0,0,5,1,3,1,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,15.0
542,MS,4,4,mother,2,3,0,0,1,0,1,1,1,1,5,3,5,1,4,5,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,20.0
543,MS,4,4,father,3,1,3,0,0,1,1,1,1,1,3,3,3,1,3,5,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,21.0
544,MS,1,3,father,2,1,0,0,0,1,1,1,0,1,5,1,2,3,3,5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17.0
545,MS,3,4,mother,1,2,1,0,1,1,0,1,1,1,5,4,4,3,4,5,8,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,22.75
546,MS,4,4,father,1,2,0,0,1,0,1,1,1,0,5,2,5,1,1,5,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,23.0
547,MS,4,1,father,1,1,0,0,0,0,1,1,1,0,4,1,2,2,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12.25
548,MS,1,1,mother,1,2,0,0,0,1,1,1,1,1,4,5,5,1,2,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,11.5
549,MS,4,2,mother,2,2,0,1,1,0,0,1,1,0,4,3,3,2,3,5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,18.5
550,MS,2,2,father,2,2,0,0,1,0,0,1,1,1,4,1,2,2,2,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,18.0
551,MS,3,2,father,2,2,0,0,1,0,1,1,1,0,4,1,2,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,15.25
552,MS,1,1,mother,1,2,2,0,1,1,1,0,1,0,4,4,3,3,4,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.5
553,MS,1,0,mother,1,1,0,0,0,0,1,1,0,1,4,1,2,1,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.25
554,MS,1,1,father,2,1,0,0,1,1,1,0,1,1,3,5,5,2,2,4,3,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,10.5
555,MS,1,2,father,1,3,0,1,1,0,0,1,1,1,4,3,4,1,1,3,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,14.75
556,MS,1,2,mother,1,1,0,0,0,0,1,1,0,0,4,4,4,2,4,5,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,7.75
557,MS,3,1,mother,2,2,3,0,1,1,0,1,1,1,5,4,4,1,1,5,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,24.0
558,MS,2,2,mother,2,1,0,0,0,1,1,0,0,1,5,5,5,3,5,5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,7.0
559,MS,1,0,other,3,1,1,1,1,0,1,1,0,0,4,3,2,1,1,4,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,15.25
560,MS,1,1,mother,2,1,0,0,1,1,0,1,1,1,4,5,5,1,3,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,14.5
561,MS,1,1,mother,2,2,0,0,1,1,1,1,0,0,4,3,3,1,4,5,6,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,18.5
562,MS,2,2,father,1,2,0,0,0,1,1,1,0,1,5,4,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,16.0
563,MS,2,2,mother,1,1,1,0,0,1,1,1,0,1,1,2,1,2,3,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,15.0
564,MS,3,2,father,2,1,0,0,0,0,1,1,1,0,4,5,5,2,3,5,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,10.25
565,MS,1,1,mother,2,1,0,0,0,1,1,1,1,0,4,5,5,2,4,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,10.5
566,MS,1,1,other,2,1,1,0,1,0,1,0,1,1,5,3,3,2,3,5,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,9.5
567,MS,3,2,mother,1,1,1,0,0,0,1,0,1,0,2,3,1,2,2,5,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,8.25
568,MS,3,2,mother,2,1,3,0,0,1,1,1,0,0,3,2,1,1,1,3,4,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,19.25
569,MS,3,3,mother,1,2,2,0,1,1,1,0,1,0,4,4,5,1,3,3,9,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,15.5
570,MS,2,2,mother,2,1,0,0,1,1,1,1,1,1,5,4,3,2,4,4,6,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,20.0
571,MS,2,1,other,2,1,3,0,0,1,0,0,1,1,4,4,3,1,3,5,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,10.75
572,MS,3,2,mother,2,2,2,0,1,1,1,1,0,1,2,5,5,1,1,1,8,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,17.25
573,MS,1,1,mother,1,1,0,0,1,1,1,1,0,0,4,3,2,1,2,5,9,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,21.5
574,MS,1,1,other,2,1,1,0,1,0,1,0,1,1,4,4,3,2,4,4,12,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,6.5
575,MS,4,3,mother,1,1,0,0,1,0,1,1,1,0,5,4,4,3,4,2,8,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,14.75
576,MS,3,2,mother,2,1,0,0,1,0,0,1,1,0,2,5,5,5,5,5,8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,8.25
577,MS,1,1,other,3,2,1,0,0,0,1,1,1,0,5,4,4,3,3,2,8,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4.5
578,MS,3,3,mother,2,2,1,0,1,0,1,1,1,0,4,5,4,2,3,3,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,15.5
579,MS,1,3,mother,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,4.0
580,MS,1,1,other,3,1,1,0,1,0,1,1,1,0,4,4,4,3,3,5,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,11.5
581,MS,1,2,mother,2,2,2,0,1,0,1,1,0,0,4,3,3,1,1,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,17.75
582,MS,1,1,mother,1,1,0,0,1,0,1,0,0,0,1,4,4,1,1,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.5
583,MS,2,2,mother,2,1,1,0,0,0,1,0,1,1,5,5,5,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0
584,MS,0,0,mother,2,1,0,0,1,0,1,1,1,0,4,4,3,1,1,5,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,14.0
585,MS,3,1,other,2,3,0,0,1,0,1,0,0,0,4,2,3,2,2,3,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,10.0
586,MS,4,2,mother,1,2,0,1,1,1,1,1,1,0,5,5,5,1,3,5,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,23.5
587,MS,2,2,mother,1,2,1,0,1,1,1,1,1,0,2,3,3,1,2,4,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,20.0
588,MS,4,1,mother,1,1,0,0,1,0,1,1,0,1,3,2,2,1,1,5,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,20.25
589,MS,1,2,father,1,1,0,0,0,0,1,1,1,0,5,5,1,1,1,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,13.75
590,MS,1,1,mother,3,2,2,0,0,1,1,1,0,1,3,4,4,2,2,5,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,12.5
591,MS,2,2,father,2,2,0,0,0,1,0,1,1,0,4,3,5,1,1,1,2,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,13.0
592,MS,3,3,mother,2,1,0,0,1,0,1,1,1,0,4,4,3,1,1,4,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,20.5
593,MS,1,2,mother,2,2,0,0,0,0,1,1,1,0,4,4,3,1,2,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10.75
594,MS,4,4,mother,2,2,0,0,0,1,0,1,1,0,4,3,5,1,2,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,17.0
595,MS,4,4,mother,1,1,0,0,1,1,1,1,1,0,5,4,5,1,1,5,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,28.0
596,MS,4,2,mother,2,2,0,0,1,0,1,1,1,0,4,3,3,1,2,4,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,19.5
597,MS,2,2,mother,3,2,1,0,0,1,1,1,0,1,4,3,3,1,1,4,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,18.0
598,MS,1,2,mother,2,1,0,0,1,0,0,1,0,0,4,1,4,5,5,1,8,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,4.75
599,MS,4,4,mother,3,1,0,0,1,1,1,1,1,1,2,5,5,1,1,1,5,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,21.0
600,MS,1,1,father,3,1,0,0,0,0,0,0,0,0,4,2,3,3,4,4,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5
601,MS,2,2,mother,2,2,0,0,1,0,0,1,1,1,1,3,1,1,1,2,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,15.0
602,MS,2,2,father,2,3,0,0,0,0,1,1,1,1,5,4,5,1,4,3,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,8.0
603,MS,4,2,mother,1,2,0,0,0,1,1,1,1,1,5,3,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,24.5
604,MS,1,1,mother,3,2,1,0,0,0,1,0,0,0,4,4,2,1,2,2,2,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3.5
605,MS,1,1,father,2,1,1,0,0,0,1,0,0,0,5,5,5,2,3,2,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-0.5
606,MS,4,2,father,2,4,0,0,0,0,1,1,1,1,4,2,3,3,1,5,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,14.5
607,MS,2,1,mother,2,2,0,0,0,1,1,1,1,1,5,3,3,1,2,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14.75
608,MS,1,1,mother,1,2,0,0,0,0,1,1,0,1,5,2,3,1,2,3,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,9.5
609,MS,1,2,father,2,2,0,0,1,0,1,0,0,0,4,1,1,1,1,4,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,13.75
610,MS,1,1,other,2,2,3,0,1,1,1,0,0,1,3,5,4,1,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,7.5
611,MS,2,2,mother,2,3,0,0,0,0,1,1,1,1,4,2,1,1,1,4,5,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,15.0
612,MS,4,3,mother,2,2,1,0,1,1,0,1,1,1,4,5,5,1,3,2,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,20.75
613,MS,3,3,father,1,2,0,0,1,0,1,1,0,1,5,3,4,1,1,5,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,21.5
614,MS,4,4,father,2,2,0,0,1,1,1,1,1,0,4,3,3,1,2,5,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,28.0
615,MS,3,2,mother,2,2,0,0,0,0,1,1,0,1,1,2,3,1,2,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11.25
616,MS,1,1,father,2,1,0,0,0,0,0,1,1,1,3,3,2,1,2,3,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,8.5
617,MS,1,1,father,2,3,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,12.5
618,MS,1,2,mother,3,2,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8.75
619,MS,3,3,mother,2,2,0,0,1,0,1,1,1,1,4,3,2,1,3,3,6,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,18.5
620,MS,4,4,mother,1,2,0,0,1,1,1,1,1,1,2,3,4,1,1,1,4,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,22.0
621,MS,1,2,father,2,2,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,9.75
622,MS,1,3,mother,2,2,0,0,1,0,1,1,0,0,3,3,4,2,4,3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,11.0
623,MS,4,4,mother,2,3,0,0,0,0,1,1,1,1,4,2,2,2,2,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,18.0
624,MS,1,1,mother,3,1,1,0,1,0,1,1,1,1,5,2,1,1,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,14.5
625,MS,2,3,father,2,1,0,0,1,0,1,1,1,1,5,2,3,1,2,4,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,19.25
626,MS,4,4,father,3,2,0,0,1,0,0,1,1,1,3,2,2,4,2,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,20.0
627,MS,1,2,father,3,1,0,0,1,1,1,0,1,1,4,3,3,2,3,3,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,12.75
628,MS,2,2,mother,1,3,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,16.0
629,MS,1,2,mother,1,1,0,0,0,1,1,1,1,0,3,5,5,1,3,1,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,8.75
630,MS,4,4,mother,2,3,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15.0
631,MS,1,1,mother,4,3,0,0,0,0,1,1,1,0,4,3,2,1,2,4,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,10.5
632,MS,1,1,other,2,2,1,0,1,0,1,1,1,1,4,3,3,1,1,3,4,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,14.5
633,MS,4,4,mother,1,2,0,0,0,1,1,1,1,0,5,4,3,3,4,2,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,17.0
634,MS,3,3,mother,1,2,0,0,0,0,1,1,1,1,4,1,3,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,11.5
635,MS,3,1,mother,1,2,0,0,1,1,0,1,1,0,4,5,4,2,3,1,10,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,16.0
636,MS,4,4,father,1,2,0,0,0,1,0,1,1,0,3,2,4,1,4,2,4,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,16.0
637,MS,2,1,mother,2,1,0,0,0,1,0,1,1,1,4,4,3,1,3,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15.75
638,MS,2,3,father,2,2,0,0,0,1,1,1,1,0,4,4,3,1,1,3,4,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,18.25
639,MS,1,1,mother,2,1,1,0,0,0,1,1,0,0,4,3,2,1,3,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,10.5
640,MS,4,2,father,2,1,1,0,0,0,1,1,0,0,5,4,3,4,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,10.5
641,MS,2,2,mother,2,3,0,0,0,0,1,1,0,0,5,3,3,1,3,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12.0
642,MS,4,3,mother,2,2,0,0,0,0,1,1,1,0,5,5,4,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,13.75
643,MS,4,4,mother,3,1,0,0,1,1,1,1,1,1,4,4,3,2,2,5,4,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,27.0
644,MS,2,3,mother,1,3,1,0,0,1,0,1,1,0,5,4,2,1,2,5,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,21.25
645,MS,3,1,mother,1,2,0,0,1,0,1,1,1,0,4,3,4,1,1,1,4,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,14.0
646,MS,1,1,mother,2,2,0,0,0,1,1,1,0,0,1,1,1,1,1,5,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,15.5
647,MS,3,1,mother,2,1,0,0,0,0,0,1,1,0,2,4,5,3,4,2,6,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2.0
648,MS,3,2,mother,3,1,0,0,0,0,0,1,1,0,4,4,1,3,4,5,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,12.25
