,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,address_type_Urban,famsize_BIG_FAMILY,Pstatus_Together,Mjob_at_home,Mjob_health,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_reputation,tutor,Testcol
555,1,2,1,3,0,1,1,0,0,1,1,1,4,3,4,1,1,3,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6.75
556,1,2,1,1,0,0,0,0,1,1,0,0,4,4,4,2,4,5,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2.75
557,3,1,2,2,3,0,1,1,0,1,1,1,5,4,4,1,1,5,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,13.0
558,2,2,2,1,0,0,0,1,1,0,0,1,5,5,5,3,5,5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0
559,1,0,3,1,1,1,1,0,1,1,0,0,4,3,2,1,1,4,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,4.25
560,1,1,2,1,0,0,1,1,0,1,1,1,4,5,5,1,3,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,8.5
561,1,1,2,2,0,0,1,1,1,1,0,0,4,3,3,1,4,5,6,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,7.5
562,2,2,1,2,0,0,0,1,1,1,0,1,5,4,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,13.0
563,2,2,1,1,1,0,0,1,1,1,0,1,1,2,1,2,3,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,10.0
564,3,2,2,1,0,0,0,0,1,1,1,0,4,5,5,2,3,5,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,6.25
565,1,1,2,1,0,0,0,1,1,1,1,0,4,5,5,2,4,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,6.5
566,1,1,2,1,1,0,1,0,1,0,1,1,5,3,3,2,3,5,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,-2.5
567,3,2,1,1,1,0,0,0,1,0,1,0,2,3,1,2,2,5,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2.25
568,3,2,2,1,3,0,0,1,1,1,0,0,3,2,1,1,1,3,4,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,14.25
569,3,3,1,2,2,0,1,1,1,0,1,0,4,4,5,1,3,3,9,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,8.5
570,2,2,2,1,0,0,1,1,1,1,1,1,5,4,3,2,4,4,6,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,9.0
571,2,1,2,1,3,0,0,1,0,0,1,1,4,4,3,1,3,5,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,4.75
572,3,2,2,2,2,0,1,1,1,1,0,1,2,5,5,1,1,1,8,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,14.25
573,1,1,1,1,0,0,1,1,1,1,0,0,4,3,2,1,2,5,9,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,9.5
574,1,1,2,1,1,0,1,0,1,0,1,1,4,4,3,2,4,4,12,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,-3.5
575,4,3,1,1,0,0,1,0,1,1,1,0,5,4,4,3,4,2,8,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,6.75
576,3,2,2,1,0,0,1,0,0,1,1,0,2,5,5,5,5,5,8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1.25
577,1,1,3,2,1,0,0,0,1,1,1,0,5,4,4,3,3,2,8,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1.5
578,3,3,2,2,1,0,1,0,1,1,1,0,4,5,4,2,3,3,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,7.5
579,1,3,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0.0
580,1,1,3,1,1,0,1,0,1,1,1,0,4,4,4,3,3,5,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1.5
581,1,2,2,2,2,0,1,0,1,1,0,0,4,3,3,1,1,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,6.75
582,1,1,1,1,0,0,1,0,1,0,0,0,1,4,4,1,1,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5
583,2,2,2,1,1,0,0,0,1,0,1,1,5,5,5,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
584,0,0,2,1,0,0,1,0,1,1,1,0,4,4,3,1,1,5,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3.0
585,3,1,2,3,0,0,1,0,1,0,0,0,4,2,3,2,2,3,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.0
586,4,2,1,2,0,1,1,1,1,1,1,0,5,5,5,1,3,5,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,13.5
587,2,2,1,2,1,0,1,1,1,1,1,0,2,3,3,1,2,4,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,12.0
588,4,1,1,1,0,0,1,0,1,1,0,1,3,2,2,1,1,5,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,9.25
589,1,2,1,1,0,0,0,0,1,1,1,0,5,5,1,1,1,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,6.75
590,1,1,3,2,2,0,0,1,1,1,0,1,3,4,4,2,2,5,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,8.5
591,2,2,2,2,0,0,0,1,0,1,1,0,4,3,5,1,1,1,2,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,13.0
592,3,3,2,1,0,0,1,0,1,1,1,0,4,4,3,1,1,4,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,10.5
593,1,2,2,2,0,0,0,0,1,1,1,0,4,4,3,1,2,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.75
594,4,4,2,2,0,0,0,1,0,1,1,0,4,3,5,1,2,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,17.0
595,4,4,1,1,0,0,1,1,1,1,1,0,5,4,5,1,1,5,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,18.0
596,4,2,2,2,0,0,1,0,1,1,1,0,4,3,3,1,2,4,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,9.5
597,2,2,3,2,1,0,0,1,1,1,0,1,4,3,3,1,1,4,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,13.0
598,1,2,2,1,0,0,1,0,0,1,0,0,4,1,4,5,5,1,8,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,-1.25
599,4,4,3,1,0,0,1,1,1,1,1,1,2,5,5,1,1,1,5,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,18.0
600,1,1,3,1,0,0,0,0,0,0,0,0,4,2,3,3,4,4,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-4.5
601,2,2,2,2,0,0,1,0,0,1,1,1,1,3,1,1,1,2,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,8.0
602,2,2,2,3,0,0,0,0,1,1,1,1,5,4,5,1,4,3,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5.0
603,4,2,1,2,0,0,0,1,1,1,1,1,5,3,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15.5
604,1,1,3,2,1,0,0,0,1,0,0,0,4,4,2,1,2,2,2,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,-0.5
605,1,1,2,1,1,0,0,0,1,0,0,0,5,5,5,2,3,2,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-2.5
606,4,2,2,4,0,0,0,0,1,1,1,1,4,2,3,3,1,5,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,8.5
607,2,1,2,2,0,0,0,1,1,1,1,1,5,3,3,1,2,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10.75
608,1,1,1,2,0,0,0,0,1,1,0,1,5,2,3,1,2,3,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4.5
609,1,2,2,2,0,0,1,0,1,0,0,0,4,1,1,1,1,4,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1.75
610,1,1,2,2,3,0,1,1,1,0,0,1,3,5,4,1,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2.5
611,2,2,2,3,0,0,0,0,1,1,1,1,4,2,1,1,1,4,5,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,8.0
612,4,3,2,2,1,0,1,1,0,1,1,1,4,5,5,1,3,2,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,14.75
613,3,3,1,2,0,0,1,0,1,1,0,1,5,3,4,1,1,5,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,10.5
614,4,4,2,2,0,0,1,1,1,1,1,0,4,3,3,1,2,5,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,17.0
615,3,2,2,2,0,0,0,0,1,1,0,1,1,2,3,1,2,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.25
616,1,1,2,1,0,0,0,0,0,1,1,1,3,3,2,1,2,3,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4.5
617,1,1,2,3,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,5.5
618,1,2,3,2,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.75
619,3,3,2,2,0,0,1,0,1,1,1,1,4,3,2,1,3,3,6,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,8.5
620,4,4,1,2,0,0,1,1,1,1,1,1,2,3,4,1,1,1,4,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,18.0
621,1,2,2,2,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,5.75
622,1,3,2,2,0,0,1,0,1,1,0,0,3,3,4,2,4,3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,4.0
623,4,4,2,3,0,0,0,0,1,1,1,1,4,2,2,2,2,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,11.0
624,1,1,3,1,1,0,1,0,1,1,1,1,5,2,1,1,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,4.5
625,2,3,2,1,0,0,1,0,1,1,1,1,5,2,3,1,2,4,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,8.25
626,4,4,3,2,0,0,1,0,0,1,1,1,3,2,2,4,2,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,9.0
627,1,2,3,1,0,0,1,1,1,0,1,1,4,3,3,2,3,3,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3.75
628,2,2,1,3,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,13.0
629,1,2,1,1,0,0,0,1,1,1,1,0,3,5,5,1,3,1,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,9.75
630,4,4,2,3,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13.0
631,1,1,4,3,0,0,0,0,1,1,1,0,4,3,2,1,2,4,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4.5
632,1,1,2,2,1,0,1,0,1,1,1,1,4,3,3,1,1,3,4,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,5.5
633,4,4,1,2,0,0,0,1,1,1,1,0,5,4,3,3,4,2,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,13.0
634,3,3,1,2,0,0,0,0,1,1,1,1,4,1,3,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,9.5
635,3,1,1,2,0,0,1,1,0,1,1,0,4,5,4,2,3,1,10,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,10.0
636,4,4,1,2,0,0,0,1,0,1,1,0,3,2,4,1,4,2,4,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,15.0
637,2,1,2,1,0,0,0,1,0,1,1,1,4,4,3,1,3,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9.75
638,2,3,2,2,0,0,0,1,1,1,1,0,4,4,3,1,1,3,4,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,14.25
639,1,1,2,1,1,0,0,0,1,1,0,0,4,3,2,1,3,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3.5
640,4,2,2,1,1,0,0,0,1,1,0,0,5,4,3,4,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,5.5
641,2,2,2,3,0,0,0,0,1,1,0,0,5,3,3,1,3,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6.0
642,4,3,2,2,0,0,0,0,1,1,1,0,5,5,4,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,11.75
643,4,4,3,1,0,0,1,1,1,1,1,1,4,4,3,2,2,5,4,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,16.0
644,2,3,1,3,1,0,0,1,0,1,1,0,5,4,2,1,2,5,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,13.25
645,3,1,1,2,0,0,1,0,1,1,1,0,4,3,4,1,1,1,4,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,8.0
646,1,1,2,2,0,0,0,1,1,1,0,0,1,1,1,1,1,5,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,10.5
647,3,1,2,1,0,0,0,0,0,1,1,0,2,4,5,3,4,2,6,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3.0
648,3,2,3,1,0,0,0,0,0,1,1,0,4,4,1,3,4,5,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4.25
